metier,identifiant,competences,savoir-etre
Administrateur systèmes et réseaux informatique,146MZRN,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,146JVTS,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,146JSWW,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,146JGNM,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques. Connaissance des réseaux sociaux. Gestion des priorités et des urgences",Autonomie. Sens de l'organisation. Rigueur
Administrateur systèmes et réseaux informatique,146HNKG,,Sens de la communication. Autonomie. Sens de l'organisation
Administrateur systèmes et réseaux informatique,145MYKQ,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,144JMRT,"Actualiser les systèmes d'information en fonction des évolutions. Administrer un Système d'Information (SI). Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Installer un équipement informatique. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques. Système d'exploitation Linux. Système d'exploitation Windows. Langages Powershell, VB, Net, PHP. Microsoft Active Directory. Systèmes d'exploitation Windows, Linux. Systèmes de stockage centralisé (NAS/SAN)",Réactivité. Sens de l'organisation. Travail en équipe
Administrateur systèmes et réseaux informatique,147FRRG,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,147DCCC,,
Administrateur systèmes et réseaux informatique,146YTJJ,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,146YTJG,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,146XWKX,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,146RMQJ,,
Administrateur systèmes et réseaux informatique,146NLDS,Configurer le poste de travail aux besoins de l'utilisateur et effectuer les tests de fonctionnement. Diagnostiquer à distance un dysfonctionnement informatique matériel ou logiciel. Guider l'utilisateur pour résoudre le dysfonctionnement ou prendre le contrôle du système à distance. Identifier des ressources nécessaires à la résolution d'un dysfonctionnement. Renseigner les supports de suivi d'intervention et transmettre les informations au service concerné,
Administrateur systèmes et réseaux informatique,146MWDL,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Capacité d'adaptation. Travail en équipe. Autonomie
Administrateur systèmes et réseaux informatique,146LPTC,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,146LHVY,"Attribuer des ressources logiques et matérielles de réseaux. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Gérer les droits d'accès des utilisateurs. Installer un équipement informatique. Règles d'installation informatiques. Système réseau (LAN, MAN, WAN). Sélectionner les équipements informatiques. Traiter l'information (collecter, classer et mettre à jour)",Force de proposition. Autonomie. Sens de l'organisation
Administrateur systèmes et réseaux informatique,146KLVH,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,146KCGQ,,
Administrateur systèmes et réseaux informatique,146GXWF,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,145SJZC,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Autonomie. Capacité de décision. Sens de l'organisation
Administrateur systèmes et réseaux informatique,145LCCC,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,147GTXN,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Réactivité. Travail en équipe. Sens de la communication
Administrateur systèmes et réseaux informatique,147GTTZ,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,147CTNW,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Force de proposition. Travail en équipe. Autonomie
Administrateur systèmes et réseaux informatique,147CPRD,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,146YFXB,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Sens de la communication. Autonomie. Rigueur
Administrateur systèmes et réseaux informatique,146XHNM,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Curiosité. Travail en équipe. Autonomie
Administrateur systèmes et réseaux informatique,146XDHC,,Réactivité. Travail en équipe. Rigueur
Administrateur systèmes et réseaux informatique,146WKYR,Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives,Persévérance. Autonomie. Rigueur
Administrateur systèmes et réseaux informatique,146WKMR,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Réactivité. Autonomie. Rigueur
Administrateur systèmes et réseaux informatique,146WJNY,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Sens de la communication. Sens de l'organisation. Rigueur
Administrateur systèmes et réseaux informatique,146TQBN,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques. Analyser les performances d'un système d'information",Force de proposition. Travail en équipe. Autonomie
Administrateur systèmes et réseaux informatique,146RXGK,"Actualiser les systèmes d'information en fonction des évolutions. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Améliorer un système d'information. Analyser les performances d'un système d'information. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Capacité d'adaptation. Force de proposition. Autonomie
Administrateur systèmes et réseaux informatique,146PWXV,,Réactivité. Travail en équipe. Rigueur
Administrateur systèmes et réseaux informatique,146KBDP,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Réactivité. Travail en équipe. Rigueur
Administrateur systèmes et réseaux informatique,146JSGM,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Force de proposition. Travail en équipe. Autonomie
Administrateur systèmes et réseaux informatique,146BYGY,,
Administrateur systèmes et réseaux informatique,145TWRR,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Capacité d'adaptation. Sens de la communication. Autonomie
Administrateur systèmes et réseaux informatique,144WBTC,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Autonomie. Sens de la communication. Travail en équipe
Administrateur systèmes et réseaux informatique,144CBFM,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Capacité d'adaptation. Gestion du stress. Sens de l'organisation
Administrateur systèmes et réseaux informatique,143PNTF,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques. Analyser les performances d'un système d'information",Capacité d'adaptation. Persévérance. Sens de la communication
Administrateur systèmes et réseaux informatique,147JVLH,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Sens de la communication. Sens de l'organisation. Rigueur
Administrateur systèmes et réseaux informatique,147HLJT,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,146PZTR,,
Administrateur systèmes et réseaux informatique,145YTNJ,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,145GQXL,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,147KKXC,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Persévérance. Autonomie. Rigueur
Administrateur systèmes et réseaux informatique,147JXGF,,Gestion du stress. Autonomie. Rigueur
Administrateur systèmes et réseaux informatique,147JWXG,,Gestion du stress. Autonomie. Rigueur
Administrateur systèmes et réseaux informatique,147FSKM,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,147FRZJ,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,147DSDD,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,147DMLD,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Capacité d'adaptation. Autonomie. Rigueur
Administrateur systèmes et réseaux informatique,147BYCR,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques. Analyser les performances d'un système d'information",Gestion du stress. Sens de la communication. Autonomie
Administrateur systèmes et réseaux informatique,146ZZDQ,"AD, DNS, DHCP, WSUS. load-balancing, switch, vlan, routage, firewalling. SQL Server. VMWare. Windows / Linux. Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques. Kubernetes",Autonomie. Sens de l'organisation. Rigueur
Administrateur systèmes et réseaux informatique,146YQTK,"Anglais courant. Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Travail en équipe. Capacité de décision. Sens de l'organisation
Administrateur systèmes et réseaux informatique,146XQXM,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Capacité d'adaptation. Sens de la communication. Autonomie
Administrateur systèmes et réseaux informatique,146RKJP,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Réactivité. Autonomie. Rigueur
Administrateur systèmes et réseaux informatique,146PKWF,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Gestion du stress. Travail en équipe. Autonomie
Administrateur systèmes et réseaux informatique,146NVZS,"administration des réseaux et systèmes. Windows et Unix. Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Travail en équipe. Sens de la communication. Rigueur
Administrateur systèmes et réseaux informatique,146MSQR,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,146MPRS,"Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques. Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information",Force de proposition. Autonomie. Rigueur
Administrateur systèmes et réseaux informatique,146LBCC,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,145WRJB,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Capacité d'adaptation. Réactivité. Rigueur
Administrateur systèmes et réseaux informatique,145WHFG,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,145VZZZ,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",
Administrateur systèmes et réseaux informatique,145KWBH,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Autonomie. Sens de l'organisation. Rigueur
Administrateur systèmes et réseaux informatique,145CPNJ,"Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques. Antivirus, sauvegarde, firewall, VPN, SSO¿. Bonne qualité rédactionnelle. Expérience souhaitée en projets applicatifs. Réseau TCP/IP (LAN, Wifi),. Systèmes d¿exploitation Windows, linux. VMWARE et des ESXI",Autonomie. Capacité de décision. Rigueur
Administrateur systèmes et réseaux informatique,143NHFP,"Actualiser les systèmes d'information en fonction des évolutions. Administrer un Système d'Information (SI). Améliorer un système d'information. Analyser les performances d'un système d'information. Attribuer des ressources logiques et matérielles de réseaux. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Gérer les droits d'accès des utilisateurs. Infogérance / télémaintenance. Installer un équipement informatique. Mettre en place des outils d'aide à la surveillance, à la sécurité et à l'exploitation des équipements informatiques. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques. Règles d'installation informatiques. Règles de sécurité Informatique et Télécoms. Réaliser les interventions de télémaintenance d'équipements d'utilisateurs. Système d'exploitation informatique VMWare (virtualisation d'architecture). Système d'exploitation Windows. Système réseau (LAN, MAN, WAN). Sélectionner les équipements informatiques. Intégrer un script. Paramétrage de logiciels. Principes d'intégration de matériels et de logiciels. Protection des données numériques. Rédiger un script. Système d'exploitation Linux. Système de messagerie. Traiter l'information (collecter, classer et mettre à jour)",Autonomie. Gestion du stress. Rigueur
Administrateur systèmes et réseaux informatique,142WYCV,"Administration d'Active directory et Hyper-V. Connaissances en gestion de réseau.. Windows serveur 2012R2. Actualiser les systèmes d'information en fonction des évolutions. Améliorer un système d'information. Analyser les performances d'un système d'information. Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives. Mettre en place les procédures techniques d'exploitation, d'utilisation et de sécurité des équipements informatiques",Autonomie
